path	n_events	mean_inf_pct	median_inf_pct	match_avg_pct
long_content_30k_002/lc30k002_2515_gc3300_rp0.10_mr1.14E-4_ss200.fa	17	4.155	4.505	96.070
long_content_30k_002/lc30k002_2516_gc3300_rp0.15_mr1.14E-4_ss100.fa	6	7.474	8.638	91.253
long_content_30k_002/lc30k002_2517_gc3300_rp0.15_mr1.14E-4_ss200.fa	16	5.148	5.339	93.257
long_content_30k_002/lc30k002_2518_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	3.622	3.709	93.761
long_content_30k_002/lc30k002_2519_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	7.336	7.312	92.093
long_content_30k_002/lc30k002_251_gc3300_rp0.10_mr1.14E-4_ss200.fa	11	6.551	6.790	94.728
long_content_30k_002/lc30k002_2520_gc3300_rp0.10_mr1.14E-4_ss100.fa	19	5.497	6.314	93.726
long_content_30k_002/lc30k002_2521_gc3300_rp0.05_mr1.14E-4_ss100.fa	25	7.240	4.886	89.691
long_content_30k_002/lc30k002_2522_gc3300_rp0.07_mr1.14E-4_ss100.fa	29	5.059	6.468	94.680
long_content_30k_002/lc30k002_2523_gc3300_rp0.10_mr1.14E-4_ss200.fa	30	7.588	8.226	92.882
long_content_30k_002/lc30k002_2524_gc3300_rp0.15_mr1.14E-4_ss100.fa	6	10.398	9.514	92.366
long_content_30k_002/lc30k002_2525_gc3300_rp0.15_mr1.14E-4_ss200.fa	13	6.679	7.774	90.747
long_content_30k_002/lc30k002_2526_gc3300_rp0.07_mr1.14E-4_ss200.fa	18	6.005	6.922	93.262
long_content_30k_002/lc30k002_2527_gc3300_rp0.05_mr1.14E-4_ss200.fa	7	3.201	2.792	93.573
long_content_30k_002/lc30k002_2528_gc3300_rp0.10_mr1.14E-4_ss100.fa	21	5.797	3.146	91.762
long_content_30k_002/lc30k002_2529_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	5.112	5.715	95.120
long_content_30k_002/lc30k002_252_gc3300_rp0.15_mr1.14E-4_ss100.fa	20	5.791	5.060	93.146
long_content_30k_002/lc30k002_2530_gc3300_rp0.07_mr1.14E-4_ss100.fa	28	7.926	9.196	93.239
long_content_30k_002/lc30k002_2531_gc3300_rp0.10_mr1.14E-4_ss200.fa	7	3.929	3.461	94.157
long_content_30k_002/lc30k002_2532_gc3300_rp0.15_mr1.14E-4_ss100.fa	20	3.444	2.009	96.324
long_content_30k_002/lc30k002_2533_gc3300_rp0.15_mr1.14E-4_ss200.fa	27	3.634	3.073	95.035
long_content_30k_002/lc30k002_2534_gc3300_rp0.07_mr1.14E-4_ss200.fa	8	5.955	4.743	92.017
long_content_30k_002/lc30k002_2535_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	5.553	6.115	95.695
long_content_30k_002/lc30k002_2536_gc3300_rp0.10_mr1.14E-4_ss100.fa	26	5.381	6.040	93.232
long_content_30k_002/lc30k002_2537_gc3300_rp0.05_mr1.14E-4_ss100.fa	21	2.790	1.930	92.636
long_content_30k_002/lc30k002_2538_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	7.777	8.547	94.022
long_content_30k_002/lc30k002_2539_gc3300_rp0.10_mr1.14E-4_ss200.fa	18	5.380	6.362	93.388
long_content_30k_002/lc30k002_253_gc3300_rp0.15_mr1.14E-4_ss200.fa	11	6.211	7.375	94.232
long_content_30k_002/lc30k002_2540_gc3300_rp0.15_mr1.14E-4_ss100.fa	12	3.351	2.691	92.253
long_content_30k_002/lc30k002_2541_gc3300_rp0.15_mr1.14E-4_ss200.fa	5	6.287	5.295	94.031
long_content_30k_002/lc30k002_2542_gc3300_rp0.07_mr1.14E-4_ss200.fa	14	2.715	2.840	87.462
long_content_30k_002/lc30k002_2543_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	2.242	2.102	96.408
long_content_30k_002/lc30k002_2544_gc3300_rp0.10_mr1.14E-4_ss100.fa	18	7.537	7.971	93.508
long_content_30k_002/lc30k002_2545_gc3300_rp0.05_mr1.14E-4_ss100.fa	28	9.495	6.833	89.620
long_content_30k_002/lc30k002_2546_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	3.152	3.192	96.520
long_content_30k_002/lc30k002_2547_gc3300_rp0.10_mr1.14E-4_ss200.fa	10	6.703	7.371	92.421
long_content_30k_002/lc30k002_2548_gc3300_rp0.15_mr1.14E-4_ss100.fa	7	6.248	6.341	93.855
long_content_30k_002/lc30k002_2549_gc3300_rp0.15_mr1.14E-4_ss200.fa	11	2.034	1.429	91.638
long_content_30k_002/lc30k002_254_gc3300_rp0.07_mr1.14E-4_ss200.fa	5	9.895	10.103	92.438
long_content_30k_002/lc30k002_2550_gc3300_rp0.07_mr1.14E-4_ss200.fa	29	4.010	4.821	94.479
long_content_30k_002/lc30k002_2551_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	2.077	2.055	97.212
long_content_30k_002/lc30k002_2552_gc3300_rp0.10_mr1.14E-4_ss100.fa	28	6.345	6.061	92.656
long_content_30k_002/lc30k002_2553_gc3300_rp0.05_mr1.14E-4_ss100.fa	24	1.791	1.926	93.003
long_content_30k_002/lc30k002_2554_gc3300_rp0.07_mr1.14E-4_ss100.fa	9	6.705	7.965	92.332
long_content_30k_002/lc30k002_2555_gc3300_rp0.10_mr1.14E-4_ss200.fa	15	7.859	11.177	90.078
long_content_30k_002/lc30k002_2556_gc3300_rp0.15_mr1.14E-4_ss100.fa	26	4.652	5.222	95.133
long_content_30k_002/lc30k002_2557_gc3300_rp0.15_mr1.14E-4_ss200.fa	26	7.075	6.133	91.468
long_content_30k_002/lc30k002_2558_gc3300_rp0.07_mr1.14E-4_ss200.fa	16	7.559	2.958	88.948
long_content_30k_002/lc30k002_2559_gc3300_rp0.05_mr1.14E-4_ss200.fa	20	4.352	4.374	95.910
long_content_30k_002/lc30k002_255_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	5.301	6.353	94.313
long_content_30k_002/lc30k002_2560_gc3300_rp0.10_mr1.14E-4_ss100.fa	18	5.566	4.152	91.840
long_content_30k_002/lc30k002_2561_gc3300_rp0.05_mr1.14E-4_ss100.fa	29	4.526	3.450	93.596
long_content_30k_002/lc30k002_2562_gc3300_rp0.07_mr1.14E-4_ss100.fa	27	4.181	3.877	95.054
long_content_30k_002/lc30k002_2563_gc3300_rp0.10_mr1.14E-4_ss200.fa	5	7.004	7.926	93.916
long_content_30k_002/lc30k002_2564_gc3300_rp0.15_mr1.14E-4_ss100.fa	9	8.153	8.509	91.820
long_content_30k_002/lc30k002_2565_gc3300_rp0.15_mr1.14E-4_ss200.fa	25	4.309	3.565	94.461
long_content_30k_002/lc30k002_2566_gc3300_rp0.07_mr1.14E-4_ss200.fa	19	5.105	6.108	93.647
long_content_30k_002/lc30k002_2567_gc3300_rp0.05_mr1.14E-4_ss200.fa	17	3.000	3.178	93.608
long_content_30k_002/lc30k002_2568_gc3300_rp0.10_mr1.14E-4_ss100.fa	15	5.512	5.087	92.746
long_content_30k_002/lc30k002_2569_gc3300_rp0.05_mr1.14E-4_ss100.fa	25	9.373	9.814	91.017
long_content_30k_002/lc30k002_256_gc3300_rp0.10_mr1.14E-4_ss100.fa	11	4.930	5.030	94.840
long_content_30k_002/lc30k002_2570_gc3300_rp0.07_mr1.14E-4_ss100.fa	23	4.264	4.284	95.693
long_content_30k_002/lc30k002_2571_gc3300_rp0.10_mr1.14E-4_ss200.fa	6	3.128	3.383	95.736
long_content_30k_002/lc30k002_2572_gc3300_rp0.15_mr1.14E-4_ss100.fa	19	7.521	8.656	92.642
long_content_30k_002/lc30k002_2573_gc3300_rp0.15_mr1.14E-4_ss200.fa	13	4.160	4.635	95.682
long_content_30k_002/lc30k002_2574_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	4.502	4.573	96.039
long_content_30k_002/lc30k002_2575_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	1.871	2.194	97.966
long_content_30k_002/lc30k002_2576_gc3300_rp0.10_mr1.14E-4_ss100.fa	30	5.233	5.523	95.518
long_content_30k_002/lc30k002_2577_gc3300_rp0.05_mr1.14E-4_ss100.fa	12	10.711	10.938	92.361
long_content_30k_002/lc30k002_2578_gc3300_rp0.07_mr1.14E-4_ss100.fa	22	3.998	4.933	94.918
long_content_30k_002/lc30k002_2579_gc3300_rp0.10_mr1.14E-4_ss200.fa	22	3.068	2.495	96.897
long_content_30k_002/lc30k002_257_gc3300_rp0.05_mr1.14E-4_ss100.fa	14	5.660	5.406	93.470
long_content_30k_002/lc30k002_2580_gc3300_rp0.15_mr1.14E-4_ss100.fa	17	7.425	7.317	92.292
long_content_30k_002/lc30k002_2581_gc3300_rp0.15_mr1.14E-4_ss200.fa	25	6.674	8.179	93.529
long_content_30k_002/lc30k002_2582_gc3300_rp0.07_mr1.14E-4_ss200.fa	14	6.669	6.742	94.987
long_content_30k_002/lc30k002_2583_gc3300_rp0.05_mr1.14E-4_ss200.fa	25	4.237	3.211	90.800
long_content_30k_002/lc30k002_2584_gc3300_rp0.10_mr1.14E-4_ss100.fa	17	5.607	5.085	94.281
long_content_30k_002/lc30k002_2585_gc3300_rp0.05_mr1.14E-4_ss100.fa	25	4.376	2.639	92.804
long_content_30k_002/lc30k002_2586_gc3300_rp0.07_mr1.14E-4_ss100.fa	11	2.748	2.855	96.999
long_content_30k_002/lc30k002_2587_gc3300_rp0.10_mr1.14E-4_ss200.fa	15	5.940	7.512	92.822
long_content_30k_002/lc30k002_2588_gc3300_rp0.15_mr1.14E-4_ss100.fa	25	6.025	6.550	93.852
long_content_30k_002/lc30k002_2589_gc3300_rp0.15_mr1.14E-4_ss200.fa	25	4.957	5.839	92.432
long_content_30k_002/lc30k002_258_gc3300_rp0.07_mr1.14E-4_ss100.fa	25	6.293	3.436	91.206
long_content_30k_002/lc30k002_2590_gc3300_rp0.07_mr1.14E-4_ss200.fa	25	4.526	4.557	93.962
long_content_30k_002/lc30k002_2591_gc3300_rp0.05_mr1.14E-4_ss200.fa	6	10.383	10.788	92.727
long_content_30k_002/lc30k002_2592_gc3300_rp0.10_mr1.14E-4_ss100.fa	8	3.223	3.963	96.622
long_content_30k_002/lc30k002_2593_gc3300_rp0.05_mr1.14E-4_ss100.fa	14	2.309	1.293	90.523
long_content_30k_002/lc30k002_2594_gc3300_rp0.07_mr1.14E-4_ss100.fa	11	5.252	8.407	91.551
long_content_30k_002/lc30k002_2595_gc3300_rp0.10_mr1.14E-4_ss200.fa	26	5.459	4.476	93.476
long_content_30k_002/lc30k002_2596_gc3300_rp0.15_mr1.14E-4_ss100.fa	12	11.400	14.168	90.571
long_content_30k_002/lc30k002_2597_gc3300_rp0.15_mr1.14E-4_ss200.fa	16	5.015	5.501	95.436
long_content_30k_002/lc30k002_2598_gc3300_rp0.07_mr1.14E-4_ss200.fa	16	5.978	5.465	92.549
long_content_30k_002/lc30k002_2599_gc3300_rp0.05_mr1.14E-4_ss200.fa	22	9.994	10.026	92.912
long_content_30k_002/lc30k002_259_gc3300_rp0.10_mr1.14E-4_ss200.fa	17	4.265	5.246	94.421
long_content_30k_002/lc30k002_2600_gc3300_rp0.10_mr1.14E-4_ss100.fa	25	3.308	3.658	96.198
long_content_30k_002/lc30k002_2601_gc3300_rp0.05_mr1.14E-4_ss100.fa	29	4.385	4.286	95.047
long_content_30k_002/lc30k002_2602_gc3300_rp0.07_mr1.14E-4_ss100.fa	7	6.712	6.022	92.741
long_content_30k_002/lc30k002_2603_gc3300_rp0.10_mr1.14E-4_ss200.fa	17	4.275	4.802	94.755
long_content_30k_002/lc30k002_2604_gc3300_rp0.15_mr1.14E-4_ss100.fa	7	8.629	9.287	92.189
long_content_30k_002/lc30k002_2605_gc3300_rp0.15_mr1.14E-4_ss200.fa	9	6.211	6.212	94.852
long_content_30k_002/lc30k002_2606_gc3300_rp0.07_mr1.14E-4_ss200.fa	5	10.400	11.304	89.564
long_content_30k_002/lc30k002_2607_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	2.644	2.314	97.165
long_content_30k_002/lc30k002_2608_gc3300_rp0.10_mr1.14E-4_ss100.fa	30	4.255	4.557	95.315
long_content_30k_002/lc30k002_2609_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	6.475	6.530	94.583
long_content_30k_002/lc30k002_260_gc3300_rp0.15_mr1.14E-4_ss100.fa	3	7.881	8.024	93.678
long_content_30k_002/lc30k002_2610_gc3300_rp0.07_mr1.14E-4_ss100.fa	30	4.432	5.309	93.096
long_content_30k_002/lc30k002_2611_gc3300_rp0.10_mr1.14E-4_ss200.fa	21	6.286	6.435	94.342
long_content_30k_002/lc30k002_2612_gc3300_rp0.15_mr1.14E-4_ss100.fa	14	4.592	4.820	96.215
long_content_30k_002/lc30k002_2613_gc3300_rp0.15_mr1.14E-4_ss200.fa	25	4.839	4.796	93.571
long_content_30k_002/lc30k002_2614_gc3300_rp0.07_mr1.14E-4_ss200.fa	2	8.896	8.896	93.366
long_content_30k_002/lc30k002_2615_gc3300_rp0.05_mr1.14E-4_ss200.fa	26	2.521	2.809	91.398
long_content_30k_002/lc30k002_2616_gc3300_rp0.10_mr1.14E-4_ss100.fa	25	2.404	1.257	95.511
long_content_30k_002/lc30k002_2617_gc3300_rp0.05_mr1.14E-4_ss100.fa	15	12.918	14.980	89.205
long_content_30k_002/lc30k002_2618_gc3300_rp0.07_mr1.14E-4_ss100.fa	17	8.435	8.875	91.199
long_content_30k_002/lc30k002_2619_gc3300_rp0.10_mr1.14E-4_ss200.fa	11	3.344	3.844	95.995
long_content_30k_002/lc30k002_261_gc3300_rp0.15_mr1.14E-4_ss200.fa	3	5.495	5.481	94.479
long_content_30k_002/lc30k002_2620_gc3300_rp0.15_mr1.14E-4_ss100.fa	27	7.192	7.977	93.320
long_content_30k_002/lc30k002_2621_gc3300_rp0.15_mr1.14E-4_ss200.fa	7	2.161	1.515	94.902
long_content_30k_002/lc30k002_2622_gc3300_rp0.07_mr1.14E-4_ss200.fa	26	3.613	5.287	94.545
long_content_30k_002/lc30k002_2623_gc3300_rp0.05_mr1.14E-4_ss200.fa	25	5.231	7.083	95.332
long_content_30k_002/lc30k002_2624_gc3300_rp0.10_mr1.14E-4_ss100.fa	24	5.810	7.571	93.831
long_content_30k_002/lc30k002_2625_gc3300_rp0.05_mr1.14E-4_ss100.fa	3	8.206	8.207	88.803
long_content_30k_002/lc30k002_2626_gc3300_rp0.07_mr1.14E-4_ss100.fa	10	4.680	4.664	94.095
long_content_30k_002/lc30k002_2627_gc3300_rp0.10_mr1.14E-4_ss200.fa	18	5.442	5.884	92.844
long_content_30k_002/lc30k002_2628_gc3300_rp0.15_mr1.14E-4_ss100.fa	23	2.982	1.448	92.889
long_content_30k_002/lc30k002_2629_gc3300_rp0.15_mr1.14E-4_ss200.fa	30	5.721	4.280	92.802
long_content_30k_002/lc30k002_262_gc3300_rp0.07_mr1.14E-4_ss200.fa	11	2.123	0.087	93.020
long_content_30k_002/lc30k002_2630_gc3300_rp0.07_mr1.14E-4_ss200.fa	24	7.683	7.782	93.311
long_content_30k_002/lc30k002_2631_gc3300_rp0.05_mr1.14E-4_ss200.fa	12	7.134	6.301	91.617
long_content_30k_002/lc30k002_2632_gc3300_rp0.10_mr1.14E-4_ss100.fa	6	5.274	4.344	92.149
long_content_30k_002/lc30k002_2633_gc3300_rp0.05_mr1.14E-4_ss100.fa	24	6.686	6.207	93.360
long_content_30k_002/lc30k002_2634_gc3300_rp0.07_mr1.14E-4_ss100.fa	22	4.723	0.856	89.394
long_content_30k_002/lc30k002_2635_gc3300_rp0.10_mr1.14E-4_ss200.fa	13	5.383	7.084	93.586
long_content_30k_002/lc30k002_2636_gc3300_rp0.15_mr1.14E-4_ss100.fa	16	6.547	6.434	93.346
long_content_30k_002/lc30k002_2637_gc3300_rp0.15_mr1.14E-4_ss200.fa	10	3.727	4.437	95.707
long_content_30k_002/lc30k002_2638_gc3300_rp0.07_mr1.14E-4_ss200.fa	25	3.069	2.371	94.743
long_content_30k_002/lc30k002_2639_gc3300_rp0.05_mr1.14E-4_ss200.fa	15	3.929	5.892	93.778
long_content_30k_002/lc30k002_263_gc3300_rp0.05_mr1.14E-4_ss200.fa	28	1.859	1.097	96.750
long_content_30k_002/lc30k002_2640_gc3300_rp0.10_mr1.14E-4_ss100.fa	16	5.636	6.382	94.681
long_content_30k_002/lc30k002_2641_gc3300_rp0.05_mr1.14E-4_ss100.fa	13	6.276	7.680	93.881
long_content_30k_002/lc30k002_2642_gc3300_rp0.07_mr1.14E-4_ss100.fa	11	4.154	4.754	94.975
long_content_30k_002/lc30k002_2643_gc3300_rp0.10_mr1.14E-4_ss200.fa	17	3.259	4.431	95.103
long_content_30k_002/lc30k002_2644_gc3300_rp0.15_mr1.14E-4_ss100.fa	9	7.241	8.002	94.196
long_content_30k_002/lc30k002_2645_gc3300_rp0.15_mr1.14E-4_ss200.fa	16	3.077	3.114	96.552
long_content_30k_002/lc30k002_2646_gc3300_rp0.07_mr1.14E-4_ss200.fa	8	4.426	3.741	96.361
long_content_30k_002/lc30k002_2647_gc3300_rp0.05_mr1.14E-4_ss200.fa	18	7.013	7.850	91.421
long_content_30k_002/lc30k002_2648_gc3300_rp0.10_mr1.14E-4_ss100.fa	24	4.514	3.944	93.824
long_content_30k_002/lc30k002_2649_gc3300_rp0.05_mr1.14E-4_ss100.fa	19	8.950	9.478	88.739
long_content_30k_002/lc30k002_264_gc3300_rp0.10_mr1.14E-4_ss100.fa	12	6.114	6.599	94.718
long_content_30k_002/lc30k002_2650_gc3300_rp0.07_mr1.14E-4_ss100.fa	0	0.000	0.000	0.000
long_content_30k_002/lc30k002_2651_gc3300_rp0.10_mr1.14E-4_ss200.fa	30	4.090	4.174	95.580
long_content_30k_002/lc30k002_2652_gc3300_rp0.15_mr1.14E-4_ss100.fa	19	3.203	2.067	95.402
long_content_30k_002/lc30k002_2653_gc3300_rp0.15_mr1.14E-4_ss200.fa	18	5.378	6.642	94.176
long_content_30k_002/lc30k002_2654_gc3300_rp0.07_mr1.14E-4_ss200.fa	29	7.856	8.091	92.790
long_content_30k_002/lc30k002_2655_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	4.988	5.385	95.535
long_content_30k_002/lc30k002_2656_gc3300_rp0.10_mr1.14E-4_ss100.fa	19	4.941	3.154	93.034
long_content_30k_002/lc30k002_2657_gc3300_rp0.05_mr1.14E-4_ss100.fa	17	4.269	4.145	95.224
long_content_30k_002/lc30k002_2658_gc3300_rp0.07_mr1.14E-4_ss100.fa	19	2.269	1.174	89.619
long_content_30k_002/lc30k002_2659_gc3300_rp0.10_mr1.14E-4_ss200.fa	18	9.248	12.056	87.809
long_content_30k_002/lc30k002_265_gc3300_rp0.05_mr1.14E-4_ss100.fa	20	5.928	6.335	93.077
long_content_30k_002/lc30k002_2660_gc3300_rp0.15_mr1.14E-4_ss100.fa	9	4.829	5.548	94.229
long_content_30k_002/lc30k002_2661_gc3300_rp0.15_mr1.14E-4_ss200.fa	6	5.317	4.613	93.762
long_content_30k_002/lc30k002_2662_gc3300_rp0.07_mr1.14E-4_ss200.fa	30	3.512	4.495	94.481
long_content_30k_002/lc30k002_2663_gc3300_rp0.05_mr1.14E-4_ss200.fa	8	5.114	4.866	95.674
long_content_30k_002/lc30k002_2664_gc3300_rp0.10_mr1.14E-4_ss100.fa	30	4.001	4.020	95.864
long_content_30k_002/lc30k002_2665_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	3.961	3.742	93.490
long_content_30k_002/lc30k002_2666_gc3300_rp0.07_mr1.14E-4_ss100.fa	22	6.673	5.192	93.115
long_content_30k_002/lc30k002_2667_gc3300_rp0.10_mr1.14E-4_ss200.fa	19	6.104	5.157	94.364
long_content_30k_002/lc30k002_2668_gc3300_rp0.15_mr1.14E-4_ss100.fa	21	3.765	3.883	95.893
long_content_30k_002/lc30k002_2669_gc3300_rp0.15_mr1.14E-4_ss200.fa	10	5.943	8.447	92.031
long_content_30k_002/lc30k002_266_gc3300_rp0.07_mr1.14E-4_ss100.fa	24	4.947	5.550	94.017
long_content_30k_002/lc30k002_2670_gc3300_rp0.07_mr1.14E-4_ss200.fa	29	4.674	5.485	94.743
long_content_30k_002/lc30k002_2671_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	3.893	2.454	93.743
long_content_30k_002/lc30k002_2673_gc3300_rp0.05_mr1.14E-4_ss100.fa	1	9.422	9.422	88.980
long_content_30k_002/lc30k002_2674_gc3300_rp0.07_mr1.14E-4_ss100.fa	12	6.474	7.689	90.713
long_content_30k_002/lc30k002_2675_gc3300_rp0.10_mr1.14E-4_ss200.fa	7	6.496	6.401	94.261
long_content_30k_002/lc30k002_2676_gc3300_rp0.15_mr1.14E-4_ss100.fa	26	5.720	6.839	93.282
long_content_30k_002/lc30k002_2677_gc3300_rp0.15_mr1.14E-4_ss200.fa	6	5.952	6.223	94.605
long_content_30k_002/lc30k002_2678_gc3300_rp0.07_mr1.14E-4_ss200.fa	26	2.192	1.992	97.036
long_content_30k_002/lc30k002_2679_gc3300_rp0.05_mr1.14E-4_ss200.fa	28	7.949	8.994	91.455
long_content_30k_002/lc30k002_267_gc3300_rp0.10_mr1.14E-4_ss200.fa	15	4.425	4.481	91.679
long_content_30k_002/lc30k002_2680_gc3300_rp0.10_mr1.14E-4_ss100.fa	30	2.191	1.823	94.564
long_content_30k_002/lc30k002_2681_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	7.399	8.894	94.028
long_content_30k_002/lc30k002_2682_gc3300_rp0.07_mr1.14E-4_ss100.fa	23	2.041	1.194	93.917
long_content_30k_002/lc30k002_2683_gc3300_rp0.10_mr1.14E-4_ss200.fa	22	5.036	3.973	93.886
long_content_30k_002/lc30k002_2684_gc3300_rp0.15_mr1.14E-4_ss100.fa	6	4.811	5.031	94.513
long_content_30k_002/lc30k002_2685_gc3300_rp0.15_mr1.14E-4_ss200.fa	24	3.557	3.411	96.368
long_content_30k_002/lc30k002_2686_gc3300_rp0.07_mr1.14E-4_ss200.fa	24	4.167	4.449	95.164
long_content_30k_002/lc30k002_2687_gc3300_rp0.05_mr1.14E-4_ss200.fa	24	3.850	4.381	93.824
long_content_30k_002/lc30k002_2688_gc3300_rp0.10_mr1.14E-4_ss100.fa	6	6.648	7.761	93.408
long_content_30k_002/lc30k002_2689_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	4.357	4.304	94.907
long_content_30k_002/lc30k002_268_gc3300_rp0.15_mr1.14E-4_ss100.fa	12	9.729	9.041	92.519
long_content_30k_002/lc30k002_2690_gc3300_rp0.07_mr1.14E-4_ss100.fa	25	4.415	4.170	94.237
long_content_30k_002/lc30k002_2691_gc3300_rp0.10_mr1.14E-4_ss200.fa	9	3.633	3.145	94.547
long_content_30k_002/lc30k002_2692_gc3300_rp0.15_mr1.14E-4_ss100.fa	17	4.374	3.465	95.760
long_content_30k_002/lc30k002_2693_gc3300_rp0.15_mr1.14E-4_ss200.fa	9	3.572	4.140	95.510
long_content_30k_002/lc30k002_2694_gc3300_rp0.07_mr1.14E-4_ss200.fa	21	3.541	2.635	92.843
long_content_30k_002/lc30k002_2695_gc3300_rp0.05_mr1.14E-4_ss200.fa	24	5.532	7.296	90.135
long_content_30k_002/lc30k002_2696_gc3300_rp0.10_mr1.14E-4_ss100.fa	13	4.609	5.329	95.675
long_content_30k_002/lc30k002_2697_gc3300_rp0.05_mr1.14E-4_ss100.fa	25	3.367	3.483	94.500
long_content_30k_002/lc30k002_2698_gc3300_rp0.07_mr1.14E-4_ss100.fa	14	6.840	6.964	93.069
long_content_30k_002/lc30k002_2699_gc3300_rp0.10_mr1.14E-4_ss200.fa	19	4.057	4.187	93.183
long_content_30k_002/lc30k002_269_gc3300_rp0.15_mr1.14E-4_ss200.fa	7	3.621	3.839	95.813
long_content_30k_002/lc30k002_2700_gc3300_rp0.15_mr1.14E-4_ss100.fa	23	4.714	6.635	93.459
long_content_30k_002/lc30k002_2701_gc3300_rp0.15_mr1.14E-4_ss200.fa	4	4.832	3.891	93.328
long_content_30k_002/lc30k002_2702_gc3300_rp0.07_mr1.14E-4_ss200.fa	22	7.953	8.019	93.010
long_content_30k_002/lc30k002_2703_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	6.803	6.953	93.568
long_content_30k_002/lc30k002_2704_gc3300_rp0.10_mr1.14E-4_ss100.fa	10	5.601	5.770	95.331
long_content_30k_002/lc30k002_2705_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	3.249	0.451	92.099
long_content_30k_002/lc30k002_2706_gc3300_rp0.07_mr1.14E-4_ss100.fa	8	7.229	9.534	91.556
long_content_30k_002/lc30k002_2707_gc3300_rp0.10_mr1.14E-4_ss200.fa	23	4.386	5.161	93.675
long_content_30k_002/lc30k002_2708_gc3300_rp0.15_mr1.14E-4_ss100.fa	13	6.228	7.929	93.486
long_content_30k_002/lc30k002_2709_gc3300_rp0.15_mr1.14E-4_ss200.fa	15	5.874	3.508	93.043
long_content_30k_002/lc30k002_270_gc3300_rp0.07_mr1.14E-4_ss200.fa	28	3.622	3.322	92.020
long_content_30k_002/lc30k002_2710_gc3300_rp0.07_mr1.14E-4_ss200.fa	24	2.790	3.124	96.202
long_content_30k_002/lc30k002_2711_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	6.205	6.978	91.760
long_content_30k_002/lc30k002_2712_gc3300_rp0.10_mr1.14E-4_ss100.fa	9	7.273	8.018	92.397
long_content_30k_002/lc30k002_2713_gc3300_rp0.05_mr1.14E-4_ss100.fa	1	4.838	4.838	95.913
long_content_30k_002/lc30k002_2714_gc3300_rp0.07_mr1.14E-4_ss100.fa	21	7.209	7.712	93.342
long_content_30k_002/lc30k002_2715_gc3300_rp0.10_mr1.14E-4_ss200.fa	17	3.697	3.370	93.927
long_content_30k_002/lc30k002_2716_gc3300_rp0.15_mr1.14E-4_ss100.fa	17	3.984	4.857	94.490
long_content_30k_002/lc30k002_2717_gc3300_rp0.15_mr1.14E-4_ss200.fa	20	5.350	4.576	91.863
long_content_30k_002/lc30k002_2718_gc3300_rp0.07_mr1.14E-4_ss200.fa	27	9.781	11.932	92.390
long_content_30k_002/lc30k002_2719_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	2.199	2.438	97.056
long_content_30k_002/lc30k002_271_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	2.717	3.122	94.042
long_content_30k_002/lc30k002_2720_gc3300_rp0.10_mr1.14E-4_ss100.fa	25	7.377	7.157	93.112
long_content_30k_002/lc30k002_2721_gc3300_rp0.05_mr1.14E-4_ss100.fa	17	4.889	4.148	93.658
long_content_30k_002/lc30k002_2722_gc3300_rp0.07_mr1.14E-4_ss100.fa	23	2.530	1.411	95.584
long_content_30k_002/lc30k002_2723_gc3300_rp0.10_mr1.14E-4_ss200.fa	14	2.659	1.788	94.300
long_content_30k_002/lc30k002_2724_gc3300_rp0.15_mr1.14E-4_ss100.fa	19	6.298	7.669	92.635
long_content_30k_002/lc30k002_2725_gc3300_rp0.15_mr1.14E-4_ss200.fa	8	5.950	6.401	94.862
long_content_30k_002/lc30k002_2726_gc3300_rp0.07_mr1.14E-4_ss200.fa	21	2.401	1.645	90.792
long_content_30k_002/lc30k002_2727_gc3300_rp0.05_mr1.14E-4_ss200.fa	30	2.120	2.136	97.043
long_content_30k_002/lc30k002_2728_gc3300_rp0.10_mr1.14E-4_ss100.fa	6	2.633	0.826	87.347
long_content_30k_002/lc30k002_2729_gc3300_rp0.05_mr1.14E-4_ss100.fa	30	4.892	4.735	94.963
long_content_30k_002/lc30k002_272_gc3300_rp0.10_mr1.14E-4_ss100.fa	11	3.797	2.170	94.497
long_content_30k_002/lc30k002_2730_gc3300_rp0.07_mr1.14E-4_ss100.fa	13	4.208	4.676	94.829
