informative_pct,parental_identity,recomb_p1_identity,recomb_p2_identity,bp_dist,edge_dist_min,rdp_methods_max,rdp_consensus_max,content_len,n_called,idx,file,bp_start,bp_end,in_subset,outcome_thr06,outcome_thr08
0.11232344869134481,0.8876765513086552,0.8783051074369101,0.8549434366423455,16200,2256,0.0,1.0,30351,29878,42,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-100.fa,2256,18456,False,1,1
0.23385099404243925,0.7661490059575607,0.7631702255840418,0.8477140370841422,1536,0,0.0,1.0,29990,29878,43,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-100.fa,0,1536,False,1,1
0.064227859963853,0.935772140036147,0.8352299350692818,0.8607671196197871,11484,0,0.0,1.0,29878,29878,44,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-100.fa,0,11484,False,0,0
0.1711292589865453,0.8288707410134547,0.8518307784992302,0.8604324251957962,1536,0,0.0,1.0,30367,29878,45,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-100.fa,0,1536,False,0,0
0.14991828702931662,0.8500817129706834,0.9168195310676049,0.9259246906580395,13660,2017,1.0,1.0,32000,29983,46,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,16323,29983,False,2,2
0.1520194777040323,0.8479805222959678,0.9065136910916186,0.9286595737584631,17574,3234,1.0,1.0,32000,29983,47,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,3234,20808,False,2,2
0.1487176066437648,0.8512823933562352,0.9459693826501684,0.8941733649067805,9576,2478,1.0,1.0,32000,29983,48,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,2478,12054,False,2,2
0.13931227695694226,0.8606877230430577,0.9573091418470466,0.8911049594770369,7383,5478,1.0,1.0,32000,29983,49,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,5478,12861,False,2,2
0.12977353833839175,0.8702264616616082,0.9550745422406031,0.9054130674048627,8424,0,1.0,1.0,32000,29983,50,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,8424,False,1,1
0.14891772004135678,0.8510822799586433,0.9095820965213621,0.922889637461228,13198,2017,1.0,1.0,32000,29983,51,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,16785,29983,False,2,2
0.1166327585631858,0.8833672414368142,0.8601540873161458,0.9238234999833239,14418,0,1.0,1.0,32000,29983,52,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,14418,False,1,1
0.12293633058733282,0.8770636694126672,0.9595770936864223,0.8516826201514192,6441,0,1.0,1.0,32000,29983,53,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,6441,False,1,1
0.13921222025814628,0.8607877797418537,0.922856285228296,0.92308975085882,14548,2017,1.0,1.0,32000,29983,54,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,15435,29983,False,2,2
0.11896741486842544,0.8810325851315746,0.9218557182403362,0.8512823933562352,4770,10742,1.0,1.0,32000,29983,55,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,16488,21258,False,1,1
0.1530867491578561,0.8469132508421439,0.9792215588833673,0.8660240803121769,3864,2655,1.0,1.0,32000,29983,56,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,2655,6519,False,2,2
0.15365373711770003,0.8463462628823,0.8961077944168362,0.9154854417503252,8622,4103,1.0,1.0,32000,29983,57,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,19275,27897,False,0,0
0.15215288663576026,0.8478471133642398,0.9575759597105026,0.8743287863122436,6468,6788,1.0,1.0,32000,29983,58,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,18744,25212,False,2,2
0.1462495414067972,0.8537504585932028,0.8667244772037488,0.9844578594536905,3084,0,1.0,1.0,32000,29983,59,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,3084,False,1,1
0.14905112897308476,0.8509488710269153,0.9224894106660441,0.8951072274288764,12256,2017,1.0,1.0,32000,29983,60,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,17727,29983,False,2,2
0.13410932861955108,0.865890671380449,0.8773971917419872,0.9071807357502585,19194,2853,1.0,1.0,32000,29983,61,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,2853,22047,False,2,2
0.14818397091685287,0.8518160290831471,0.9769202548110596,0.8687256111796685,4491,0,0.0,1.0,30043,29983,62,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,4491,False,1,1
0.06063435947036654,0.9393656405296334,0.8967081346096121,0.865390387886469,9928,2017,1.0,1.0,32000,29983,63,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,20055,29983,False,2,2
0.13691091618583864,0.8630890838141614,0.8739952639829237,0.9790881499516393,2715,0,1.0,1.0,32000,29983,64,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,2715,False,1,1
0.14955141246706466,0.8504485875329353,0.8849347963846179,0.896974952473068,12268,2017,1.0,1.0,32000,29983,65,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,17715,29983,False,2,2
0.11112964012940667,0.8888703598705934,0.9415668879031451,0.8605876663442618,10645,2017,1.0,1.0,32000,29983,66,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,19338,29983,False,1,1
0.07097355167928493,0.9290264483207151,0.8811993462962345,0.8580195444084981,11436,0,1.0,1.0,32000,29983,67,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,11436,False,0,0
0.14961811693292865,0.8503818830670713,0.8666577727378848,0.897441883734116,12268,2017,1.0,1.0,32000,29983,68,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,17715,29983,False,2,2
0.15275322682853618,0.8472467731714638,0.8922055831637928,0.8848013874528899,12268,2017,1.0,1.0,32000,29983,69,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,17715,29983,False,2,2
0.141146649768202,0.858853350231798,0.9437681352766568,0.8736950938865357,4593,0,1.0,1.0,32000,29983,70,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,4593,False,1,1
0.13771136977620652,0.8622886302237935,0.9031451155654872,0.8680252142880965,12268,2017,1.0,1.0,32000,29983,71,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,17715,29983,False,1,1
0.08611546543041057,0.9138845345695894,0.9162191908748291,0.8858353066737819,20451,3449,1.0,1.0,32000,29983,72,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,8100,28551,False,0,0
0.1424473868525498,0.8575526131474502,0.9000433579028116,0.8495814294767035,14956,2017,1.0,1.0,32000,29983,73,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,15027,29983,False,1,1
0.15438748624220391,0.8456125137577961,0.8697928826334923,0.8967748390754761,8190,4010,1.0,1.0,32000,29983,74,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,19800,27990,False,1,1
0.14118000200113398,0.858819997998866,0.9069139178868025,0.8516492679184872,14956,2017,1.0,1.0,32000,29983,75,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,15027,29983,False,2,2
0.147483574025281,0.852516425974719,0.9168195310676049,0.8698262348664243,4386,8352,1.0,1.0,32000,29983,76,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,8352,12738,False,1,1
0.14404829403328553,0.8559517059667144,0.9270253143447954,0.8751959443684755,4239,1464,0.0,1.0,30060,29983,77,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,24357,28596,False,0,0
0.14448187306140145,0.8555181269385985,0.8691258379748524,0.928959743854851,4593,0,1.0,1.0,32000,29983,78,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,4593,False,1,1
0.09538738618550512,0.9046126138144949,0.8954407497581963,0.859520394890438,1431,8373,1.0,1.0,32000,29983,79,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,8373,9804,False,2,2
0.06203515325351032,0.9379648467464897,0.8576860220791782,0.8518160290831471,1066,75,0.0,1.0,30058,29983,80,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,28917,29983,False,0,0
0.13044058299703165,0.8695594170029683,0.8807657672681186,0.8515158589867592,20265,781,0.0,1.0,30391,29983,81,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,9345,29610,False,0,0
0.06096788179968649,0.9390321182003135,0.9055798285695227,0.8722943001033919,6180,0,0.0,1.0,30122,29983,82,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,6180,False,0,0
0.09765533802488077,0.9023446619751192,0.9888937064336457,0.9066804522562786,1066,2017,1.0,1.0,32000,29983,83,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,28917,29983,False,1,1
0.1250041690291165,0.8749958309708835,0.8624220391555215,0.8510155754927793,7854,10283,1.0,1.0,32000,29983,84,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,13863,21717,False,1,1
0.115432078177634,0.884567921822366,0.8768302037821433,0.8509488710269153,6571,2017,1.0,1.0,32000,29983,85,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,23412,29983,False,2,2
0.03865523796818197,0.9613447620318181,0.8722943001033919,0.8799653136777508,6180,0,1.0,1.0,32000,29983,86,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,6180,False,0,0
0.06260214121335424,0.9373978587866457,0.8799653136777508,0.865390387886469,6180,0,0.0,1.0,29983,29983,87,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,6180,False,0,0
0.1416802854951139,0.8583197145048861,0.8893039388987093,0.9119834572924658,6180,0,0.0,1.0,30277,29983,88,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,6180,False,0,0
0.15095220625020844,0.8490477937497916,0.9290598005536471,0.8505819964646633,10815,0,1.0,1.0,32000,29983,89,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,10815,False,1,1
0.14281426141480172,0.8571857385851983,0.8635560150752093,0.954674315445419,1902,0,0.0,1.0,30464,29983,90,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,1902,False,1,1
0.1492845946036087,0.8507154053963912,0.8758629890271153,0.8749958309708835,12672,0,0.0,1.0,30057,29983,91,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,12672,False,0,0
0.14024613947903813,0.8597538605209618,0.903845512457059,0.8614881766334256,22443,3032,1.0,1.0,32000,29983,92,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,6525,28968,False,0,0
0.1492845946036087,0.8507154053963912,0.8665577160390888,0.8495480772437715,22443,3032,1.0,1.0,32000,29983,93,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,6525,28968,False,0,0
0.12770569989660807,0.8722943001033919,0.8566854550912184,0.8561851715972384,11436,0,1.0,1.0,32000,29983,94,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,11436,False,0,0
0.1397458559850582,0.8602541440149418,0.8518493813160791,0.8664576593402928,11331,0,1.0,1.0,32000,29983,95,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,11331,False,0,0
0.14348130607344162,0.8565186939265583,0.8667911816696128,0.8860020678384418,20451,1848,0.0,1.0,30399,29983,96,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,8100,28551,False,0,0
0.14211386452322983,0.8578861354767702,0.8757962845612514,0.890938198312377,5641,2017,1.0,1.0,32000,29983,97,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,24342,29983,False,1,1
0.06310242470733415,0.9368975752926658,0.9153186805856652,0.9084147683687422,11331,0,0.0,1.0,30152,29983,98,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,11331,False,0,0
0.13737784744688658,0.8626221525531135,0.8575526131474502,0.8797318480472268,7854,8520,0.0,1.0,30237,29983,99,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,13863,21717,False,1,1
0.056231864723343225,0.9437681352766568,0.955541473501651,0.9286595737584631,6571,483,0.0,1.0,30466,29983,100,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,23412,29983,False,1,1
0.1424473868525498,0.8575526131474502,0.8688590201113965,0.897475235967048,8190,2449,0.0,1.0,30439,29983,101,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,19800,27990,False,1,1
0.1448487476236534,0.8551512523763466,0.8614881766334256,0.9153186805856652,14043,4821,0.0,1.0,30480,29983,102,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,11616,25659,False,1,1
0.14841743654737685,0.8515825634526232,0.8500483607377514,0.8528833005369709,13638,0,0.0,1.0,30483,29983,103,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-150.fa,0,13638,False,1,1
0.07129586623316303,0.9287041337668369,0.9693450998606595,0.9475482715148298,11367,8856,1.0,1.0,32000,30142,104,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,8856,20223,False,1,1
0.08131510848649724,0.9186848915135027,0.9588613894233959,0.9284387233760202,14542,1858,1.0,1.0,32000,30142,105,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,15600,30142,False,1,1
0.07434808572755623,0.9256519142724438,0.9298321279278083,0.9660938225731538,12837,0,1.0,1.0,32000,30142,106,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,12837,False,0,0
0.07428173312985203,0.925718266870148,0.9515957799747861,0.9285382522725765,13242,0,1.0,1.0,32000,30142,107,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,13242,False,0,0
0.07404949903788734,0.9259505009621126,0.9496383783425121,0.937661734456904,11826,0,1.0,1.0,32000,30142,108,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,11826,False,0,0
0.07222480260102183,0.9277751973989782,0.9365669165947846,0.9561741092163758,5982,0,1.0,1.0,32000,30142,109,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,5982,False,1,1
0.07401632273903523,0.9259836772609648,0.9591267998142127,0.9296330701346958,8040,0,1.0,1.0,32000,30142,110,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,8040,False,1,1
0.047309402163094684,0.9526905978369054,0.9752504810563334,0.9720655563665318,14019,30,1.0,1.0,32000,30142,111,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,30,14049,False,0,0
0.06675071329042533,0.9332492867095746,0.9418087718134165,0.9824497379072391,5340,10601,1.0,1.0,32000,30142,112,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,16059,21399,False,1,1
0.06346625970406741,0.9365337402959326,0.9527901267334616,0.9561741092163758,5154,0,1.0,1.0,32000,30142,113,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,5154,False,1,1
0.054077367128923096,0.9459226328710769,0.9574348085727556,0.9688474553778781,12837,0,1.0,1.0,32000,30142,114,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,12837,False,0,0
0.06436201977307411,0.9356379802269259,0.9875920642293146,0.9426713555835711,5001,8349,1.0,1.0,32000,30142,115,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,8349,13350,False,0,0
0.029725963771481654,0.9702740362285184,0.9515294273770818,0.9480790922964634,14542,1858,1.0,1.0,32000,30142,116,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,15600,30142,False,1,1
0.07066551655497312,0.9293344834450269,0.9298984805255126,0.9537522394001725,5907,0,1.0,1.0,32000,30142,117,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,5907,False,0,0
0.07560878508393604,0.924391214916064,0.9377612633534603,0.9608519673545219,7767,2489,1.0,1.0,32000,30142,118,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,21744,29511,False,0,0
0.0543427775197399,0.9456572224802601,0.9666578196536394,0.9678521664123151,13567,1858,1.0,1.0,32000,30142,119,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,16575,30142,False,2,2
0.07182668701479662,0.9281733129852033,0.9328843474222016,0.9910092230110809,1269,1428,1.0,1.0,32000,30142,120,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,1428,2697,False,2,2
0.0541768960254794,0.9458231039745206,0.9580651582509455,0.97345896091832,5991,9596,1.0,1.0,32000,30142,121,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,16413,22404,False,0,0
0.06651847919846061,0.9334815208015393,0.9546479994691792,0.9735916661137284,7968,0,1.0,1.0,32000,30142,122,alignment_TestSet_2022-08-20-15_55_16_3300-0.07-0.000114-200.fa,0,7968,False,1,1
